YEAR,MONTH,VEGETABLE NAME,PRICE,UNITS,SHOPPING MALL PRICE
2023,June,Corn,27,1kg,32 - 45
2023,June,Cucumber,28,1kg,34 - 46
2023,June,Curry Leaves,25,1kg,30 - 41
2023,June,Dill Leaves,13,1kg,16 - 21
2023,June,Drumsticks,100,1kg,120 - 165
2023,June,Brinjal,25,1kg,30 - 41
2023,June,Brinjal (Big),26,1kg,31 - 43
2023,June,Elephant Yam,28,1kg,34 - 46
2023,June,Fenugreek Leaves,10,1kg,12 - 17
2023,June,French Beans,95,1kg,114 - 157
2023,June,Garlic,130,1kg,156 - 215
2023,June,Ginger,71,1kg,85 - 117
2023,June,Onion Green,38,1kg,46 - 63
2023,June,Green Peas,83,1kg,100 - 137
2023,June,Ivy Gourd,27,1kg,32 - 45
2023,June,Lemon (Lime),57,1kg,68 - 94
2023,June,Mango Raw,22,1kg,26 - 36
2023,June,Mint Leaves,4,1kg,5 - 7
2023,June,Mushroom,73,1kg,88 - 120
2023,June,Mustard Leaves,15,1kg,18 - 25
2023,June,Ladies Finger,40,1kg,48 - 66
2023,June,Pumpkin,19,1kg,23 - 31
2023,June,Radish,28,1kg,34 - 46
2023,June,Ridge Gourd,28,1kg,34 - 46
2023,June,Shallot (Pearl Onion),29,1kg,35 - 48
2023,June,Snake Gourd,30,1kg,36 - 50
2023,June,Sorrel Leaves,10,1kg,12 - 17
2023,June,Spinach,16,1kg,19 - 26
2023,June,Sweet Potato,38,1kg,46 - 63
2023,June,Onion Big,23,1kg,28 - 38
2023,June,Onion Small,49,1kg,59 - 81
2023,June,Tomato,50,1kg,60 - 70
2023,June,Green Chilli,53,1kg,64 - 87
2023,June,Beetroot,41,1kg,49 - 68
2023,June,Potato,27,1kg,32 - 45
2023,June,Raw Banana (Plantain),9,1kg,11 - 15
2023,June,Amaranth Leaves,13,1kg,16 - 21
2023,June,Amla,90,1kg,108 - 149
2023,June,Ash gourd,24,1kg,29 - 40
2023,June,Baby Corn,67,1kg,80 - 111
2023,June,Banana Flower,18,1kg,22 - 30
2023,June,Capsicum,47,1kg,56 - 78
2023,June,Bitter Gourd,36,1kg,43 - 59
2023,June,Bottle Gourd,28,1kg,34 - 46
2023,June,Butter Beans,45,1kg,54 - 74
2023,June,Broad Beans,41,1kg,49 - 68
2023,June,Cabbage,19,1kg,23 - 31
2023,June,Carrot,48,1kg,58 - 79
2023,June,Cauliflower,27,1kg,32 - 45
2023,June,Cluster beans,41,1kg,49 - 68
2023,June,Coconut,26,1kg,31 - 43
2023,June,Colocasia Leaves,15,1kg,18 - 25
2023,June,Colocasia,26,1kg,31 - 43
2023,June,Coriander Leaves,12,1kg,14 - 20
2023,June,Corn,25,1kg,30 - 41
2023,June,Cucumber,27,1kg,32 - 45
2023,June,Curry Leaves,26,1kg,31 - 43
2023,June,Dill Leaves,14,1kg,17 - 23
2023,June,Drumsticks,90,1kg,108 - 149
2023,June,Brinjal,24,1kg,29 - 40
2023,June,Brinjal (Big),30,1kg,36 - 50
2023,June,Elephant Yam,28,1kg,34 - 46
2023,June,Fenugreek Leaves,8,1kg,10 - 13
2023,June,French Beans,94,1kg,113 - 155
2023,June,Garlic,120,1kg,144 - 198
2023,June,Ginger,77,1kg,92 - 127
2023,June,Onion Green,44,1kg,53 - 73
2023,June,Green Peas,78,1kg,94 - 129
2023,June,Ivy Gourd,27,1kg,32 - 45
2023,June,Lemon (Lime),52,1kg,62 - 86
2023,June,Mango Raw,25,1kg,30 - 41
2023,June,Mint Leaves,4,1kg,5 - 7
2023,June,Mushroom,84,1kg,101 - 139
2023,June,Mustard Leaves,14,1kg,17 - 23
2023,June,Ladies Finger,44,1kg,53 - 73
2023,June,Pumpkin,16,1kg,19 - 26
2023,June,Radish,30,1kg,36 - 50
2023,June,Ridge Gourd,34,1kg,41 - 56
2023,June,Shallot (Pearl Onion),30,1kg,36 - 50
2023,June,Snake Gourd,33,1kg,40 - 54
2023,June,Sorrel Leaves,11,1kg,13 - 18
2023,June,Spinach,10,1kg,12 - 17
2023,June,Sweet Potato,39,1kg,47 - 64
2023,June,Onion Big,23,1kg,28 - 38
2023,June,Onion Small,49,1kg,59 - 81
2023,June,Tomato,60,1kg,70 - 80
2023,June,Green Chilli,53,1kg,64 - 87
2023,June,Beetroot,41,1kg,49 - 68
2023,June,Potato,27,1kg,32 - 45
2023,June,Raw Banana (Plantain),9,1kg,11 - 15
2023,June,Amaranth Leaves,13,1kg,16 - 21
2023,June,Amla,90,1kg,108 - 149
2023,June,Ash gourd,24,1kg,29 - 40
2023,June,Baby Corn,67,1kg,80 - 111
2023,June,Banana Flower,18,1kg,22 - 30
2023,June,Capsicum,47,1kg,56 - 78
2023,June,Bitter Gourd,36,1kg,43 - 59
2023,June,Bottle Gourd,28,1kg,34 - 46
2023,June,Butter Beans,45,1kg,54 - 74
2023,June,Broad Beans,41,1kg,49 - 68
2023,June,Cabbage,19,1kg,23 - 31
2023,June,Carrot,48,1kg,58 - 79
2023,June,Cauliflower,27,1kg,32 - 45
2023,June,Cluster beans,41,1kg,49 - 68
2023,June,Coconut,26,1kg,31 - 43
2023,June,Colocasia Leaves,15,1kg,18 - 25
2023,June,Colocasia,26,1kg,31 - 43
2023,June,Coriander Leaves,12,1kg,14 - 20
2023,June,Corn,25,1kg,30 - 41
2023,June,Cucumber,27,1kg,32 - 45
2023,June,Curry Leaves,26,1kg,31 - 43
2023,June,Dill Leaves,14,1kg,17 - 23
2023,June,Drumsticks,90,1kg,108 - 149
2023,June,Brinjal,24,1kg,29 - 40
2023,June,Brinjal (Big),30,1kg,36 - 50
2023,June,Elephant Yam,28,1kg,34 - 46
2023,June,Fenugreek Leaves,8,1kg,10 - 13
2023,June,French Beans,94,1kg,113 - 155
2023,June,Garlic,120,1kg,144 - 198
2023,June,Ginger,77,1kg,92 - 127
2023,June,Onion Green,44,1kg,53 - 73
2023,June,Green Peas,78,1kg,94 - 129
2023,June,Ivy Gourd,27,1kg,32 - 45
2023,June,Lemon (Lime),52,1kg,62 - 86
2023,June,Mango Raw,25,1kg,30 - 41
2023,June,Mint Leaves,4,1kg,5 - 7
2023,June,Mushroom,84,1kg,101 - 139
2023,June,Mustard Leaves,14,1kg,17 - 23
2023,June,Ladies Finger,44,1kg,53 - 73
2023,June,Pumpkin,16,1kg,19 - 26
2023,June,Radish,30,1kg,36 - 50
2023,June,Ridge Gourd,34,1kg,41 - 56
2023,June,Shallot (Pearl Onion),30,1kg,36 - 50
2023,June,Snake Gourd,33,1kg,40 - 54
2023,June,Sorrel Leaves,11,1kg,13 - 18
2023,June,Spinach,10,1kg,12 - 17
2023,June,Sweet Potato,39,1kg,47 - 64
2023,June,Onion Big,20,1kg,24 - 33
2023,June,Onion Small,53,1kg,64 - 87
2023,June,Tomato,70,1kg,80 - 90
2023,June,Green Chilli,55,1kg,66 - 91
2023,June,Beetroot,36,1kg,43 - 59
2023,June,Potato,26,1kg,31 - 43
2023,June,Raw Banana (Plantain),12,1kg,14 - 20
2023,June,Amaranth Leaves,15,1kg,18 - 25
2023,June,Amla,70,1kg,84 - 116
2023,June,Ash gourd,24,1kg,29 - 40
2023,June,Baby Corn,61,1kg,73 - 101
2023,June,Banana Flower,20,1kg,24 - 33
2023,June,Capsicum,42,1kg,50 - 69
2023,June,Bitter Gourd,34,1kg,41 - 56
2023,June,Bottle Gourd,25,1kg,30 - 41
2023,June,Butter Beans,48,1kg,58 - 79
2023,June,Broad Beans,43,1kg,52 - 71
2023,June,Cabbage,19,1kg,23 - 31
2023,June,Carrot,45,1kg,54 - 74
2023,June,Cauliflower,26,1kg,31 - 43
2023,June,Cluster beans,41,1kg,49 - 68
2023,June,Coconut,28,1kg,34 - 46
2023,June,Colocasia Leaves,14,1kg,17 - 23
2023,June,Colocasia,26,1kg,31 - 43
2023,June,Coriander Leaves,10,1kg,12 - 17
2023,June,Corn,25,1kg,30 - 41
2023,June,Cucumber,30,1kg,36 - 50
2023,June,Curry Leaves,29,1kg,35 - 48
2023,June,Dill Leaves,13,1kg,16 - 21
2023,June,Drumsticks,100,1kg,120 - 165
2023,June,Brinjal,25,1kg,30 - 41
2023,June,Brinjal (Big),32,1kg,38 - 53
2023,June,Elephant Yam,27,1kg,32 - 45
2023,June,Fenugreek Leaves,12,1kg,14 - 20
2023,June,French Beans,66,1kg,79 - 109
2023,June,Garlic,126,1kg,151 - 208
2023,June,Ginger,69,1kg,83 - 114
2023,June,Onion Green,45,1kg,54 - 74
2023,June,Green Peas,83,1kg,100 - 137
2023,June,Ivy Gourd,23,1kg,28 - 38
2023,June,Lemon (Lime),57,1kg,68 - 94
2023,June,Mango Raw,22,1kg,26 - 36
2023,June,Mint Leaves,6,1kg,7 - 10
2023,June,Mushroom,80,1kg,96 - 132
2023,June,Mustard Leaves,18,1kg,22 - 30
2023,June,Ladies Finger,38,1kg,46 - 63
2023,June,Pumpkin,22,1kg,26 - 36
2023,June,Radish,34,1kg,41 - 56
2023,June,Ridge Gourd,27,1kg,32 - 45
2023,June,Shallot (Pearl Onion),30,1kg,36 - 50
2023,June,Snake Gourd,32,1kg,38 - 53
2023,June,Sorrel Leaves,11,1kg,13 - 18
2023,June,Spinach,11,1kg,13 - 18
2023,June,Sweet Potato,37,1kg,44 - 61
2023,June,Onion Big,22,1kg,26 - 36
2023,June,Onion Small,48,1kg,58 - 79
2023,June,Tomato,70,1kg,80 - 90
2023,June,Green Chilli,57,1kg,68 - 94
2023,June,Beetroot,37,1kg,44 - 61
2023,June,Potato,30,1kg,36 - 50
2023,June,Raw Banana (Plantain),10,1kg,12 - 17
2023,June,Amaranth Leaves,12,1kg,14 - 20
2023,June,Amla,80,1kg,96 - 132
2023,June,Ash gourd,21,1kg,25 - 35
2023,June,Baby Corn,55,1kg,66 - 91
2023,June,Banana Flower,19,1kg,23 - 31
2023,June,Capsicum,43,1kg,52 - 71
2023,June,Bitter Gourd,31,1kg,37 - 51
2023,June,Bottle Gourd,24,1kg,29 - 40
2023,June,Butter Beans,49,1kg,59 - 81
2023,June,Broad Beans,46,1kg,55 - 76
2023,June,Cabbage,15,1kg,18 - 25
2023,June,Carrot,49,1kg,59 - 81
2023,June,Cauliflower,25,1kg,30 - 41
2023,June,Cluster beans,40,1kg,48 - 66
2023,June,Coconut,28,1kg,34 - 46
2023,June,Colocasia Leaves,15,1kg,18 - 25
2023,June,Colocasia,25,1kg,30 - 41
2023,June,Coriander Leaves,9,1kg,11 - 15
2023,June,Corn,30,1kg,36 - 50
2023,June,Cucumber,25,1kg,30 - 41
2023,June,Curry Leaves,28,1kg,34 - 46
2023,June,Dill Leaves,14,1kg,17 - 23
2023,June,Drumsticks,110,1kg,132 - 182
2023,June,Brinjal,24,1kg,29 - 40
2023,June,Brinjal (Big),28,1kg,34 - 46
2023,June,Elephant Yam,25,1kg,30 - 41
2023,June,Fenugreek Leaves,9,1kg,11 - 15
2023,June,French Beans,69,1kg,83 - 114
2023,June,Garlic,129,1kg,155 - 213
2023,June,Ginger,80,1kg,96 - 132
2023,June,Onion Green,46,1kg,55 - 76
2023,June,Green Peas,82,1kg,98 - 135
2023,June,Ivy Gourd,22,1kg,26 - 36
2023,June,Lemon (Lime),62,1kg,74 - 102
2023,June,Mango Raw,22,1kg,26 - 36
2023,June,Mint Leaves,3,1kg,4 - 5
2023,June,Mushroom,94,1kg,113 - 155
2023,June,Mustard Leaves,12,1kg,14 - 20
2023,June,Ladies Finger,38,1kg,46 - 63
2023,June,Pumpkin,17,1kg,20 - 28
2023,June,Radish,30,1kg,36 - 50
2023,June,Ridge Gourd,32,1kg,38 - 53
2023,June,Shallot (Pearl Onion),35,1kg,42 - 58
2023,June,Snake Gourd,31,1kg,37 - 51
2023,June,Sorrel Leaves,14,1kg,17 - 23
2023,June,Spinach,14,1kg,17 - 23
2023,June,Sweet Potato,39,1kg,47 - 64
2023,June,Onion Big,22,1kg,26 - 36
2023,June,Onion Small,48,1kg,58 - 79
2023,June,Tomato,85,1kg,105 - 115
2023,June,Green Chilli,57,1kg,68 - 94
2023,June,Beetroot,37,1kg,44 - 61
2023,June,Potato,30,1kg,36 - 50
2023,June,Raw Banana (Plantain),10,1kg,12 - 17
2023,June,Amaranth Leaves,12,1kg,14 - 20
2023,June,Amla,80,1kg,96 - 132
2023,June,Ash gourd,21,1kg,25 - 35
2023,June,Baby Corn,55,1kg,66 - 91
2023,June,Banana Flower,19,1kg,23 - 31
2023,June,Capsicum,43,1kg,52 - 71
2023,June,Bitter Gourd,31,1kg,37 - 51
2023,June,Bottle Gourd,24,1kg,29 - 40
2023,June,Butter Beans,49,1kg,59 - 81
2023,June,Broad Beans,46,1kg,55 - 76
2023,June,Cabbage,15,1kg,18 - 25
2023,June,Carrot,49,1kg,59 - 81
2023,June,Cauliflower,25,1kg,30 - 41
2023,June,Cluster beans,40,1kg,48 - 66
2023,June,Coconut,28,1kg,34 - 46
2023,June,Colocasia Leaves,15,1kg,18 - 25
2023,June,Colocasia,25,1kg,30 - 41
2023,June,Coriander Leaves,9,1kg,11 - 15
2023,June,Corn,30,1kg,36 - 50
2023,June,Cucumber,25,1kg,30 - 41
2023,June,Curry Leaves,28,1kg,34 - 46
2023,June,Dill Leaves,14,1kg,17 - 23
2023,June,Drumsticks,110,1kg,132 - 182
2023,June,Brinjal,24,1kg,29 - 40
2023,June,Brinjal (Big),28,1kg,34 - 46
2023,June,Elephant Yam,25,1kg,30 - 41
2023,June,Fenugreek Leaves,9,1kg,11 - 15
2023,June,French Beans,69,1kg,83 - 114
2023,June,Garlic,129,1kg,155 - 213
2023,June,Ginger,80,1kg,96 - 132
2023,June,Onion Green,46,1kg,55 - 76
2023,June,Green Peas,82,1kg,98 - 135
2023,June,Ivy Gourd,22,1kg,26 - 36
2023,June,Lemon (Lime),62,1kg,74 - 102
2023,June,Mango Raw,22,1kg,26 - 36
2023,June,Mint Leaves,3,1kg,4 - 5
2023,June,Mushroom,94,1kg,113 - 155
2023,June,Mustard Leaves,12,1kg,14 - 20
2023,June,Ladies Finger,38,1kg,46 - 63
2023,June,Pumpkin,17,1kg,20 - 28
2023,June,Radish,30,1kg,36 - 50
2023,June,Ridge Gourd,32,1kg,38 - 53
2023,June,Shallot (Pearl Onion),35,1kg,42 - 58
2023,June,Snake Gourd,31,1kg,37 - 51
2023,June,Sorrel Leaves,14,1kg,17 - 23
2023,June,Spinach,14,1kg,17 - 23
2023,June,Sweet Potato,39,1kg,47 - 64
2023,June,Onion Big,22,1kg,26 - 36
2023,June,Onion Small,48,1kg,58 - 79
2023,June,Tomato,80,1kg,100 - 120
2023,June,Green Chilli,57,1kg,68 - 94
2023,June,Beetroot,37,1kg,44 - 61
2023,June,Potato,30,1kg,36 - 50
2023,June,Raw Banana (Plantain),10,1kg,12 - 17
2023,June,Amaranth Leaves,12,1kg,14 - 20
2023,June,Amla,80,1kg,96 - 132
2023,June,Ash gourd,21,1kg,25 - 35
2023,June,Baby Corn,55,1kg,66 - 91
2023,June,Banana Flower,19,1kg,23 - 31
2023,June,Capsicum,43,1kg,52 - 71
2023,June,Bitter Gourd,31,1kg,37 - 51
2023,June,Bottle Gourd,24,1kg,29 - 40
2023,June,Butter Beans,49,1kg,59 - 81
2023,June,Broad Beans,46,1kg,55 - 76
2023,June,Cabbage,15,1kg,18 - 25
2023,June,Carrot,49,1kg,59 - 81
2023,June,Cauliflower,25,1kg,30 - 41
2023,June,Cluster beans,40,1kg,48 - 66
2023,June,Coconut,28,1kg,34 - 46
2023,June,Colocasia Leaves,15,1kg,18 - 25
2023,June,Colocasia,25,1kg,30 - 41
2023,June,Coriander Leaves,9,1kg,11 - 15
2023,June,Corn,30,1kg,36 - 50
2023,June,Cucumber,25,1kg,30 - 41
2023,June,Curry Leaves,28,1kg,34 - 46
2023,June,Dill Leaves,14,1kg,17 - 23
2023,June,Drumsticks,110,1kg,132 - 182
2023,June,Brinjal,24,1kg,29 - 40
2023,June,Brinjal (Big),28,1kg,34 - 46
2023,June,Elephant Yam,25,1kg,30 - 41
2023,June,Fenugreek Leaves,9,1kg,11 - 15
2023,June,French Beans,69,1kg,83 - 114
2023,June,Garlic,129,1kg,155 - 213
2023,June,Ginger,80,1kg,96 - 132
2023,June,Onion Green,46,1kg,55 - 76
2023,June,Green Peas,82,1kg,98 - 135
2023,June,Ivy Gourd,22,1kg,26 - 36
2023,June,Lemon (Lime),62,1kg,74 - 102
2023,June,Mango Raw,22,1kg,26 - 36
2023,June,Mint Leaves,3,1kg,4 - 5
2023,June,Mushroom,94,1kg,113 - 155
2023,June,Mustard Leaves,12,1kg,14 - 20
2023,June,Ladies Finger,38,1kg,46 - 63
2023,June,Pumpkin,17,1kg,20 - 28
2023,June,Radish,30,1kg,36 - 50
2023,June,Ridge Gourd,32,1kg,38 - 53
2023,June,Shallot (Pearl Onion),35,1kg,42 - 58
2023,June,Snake Gourd,31,1kg,37 - 51
2023,June,Sorrel Leaves,14,1kg,17 - 23
2023,June,Spinach,14,1kg,17 - 23
2023,June,Sweet Potato,39,1kg,47 - 64
2023,June,Onion Big,22,1kg,26 - 36
2023,June,Onion Small,48,1kg,58 - 79
2023,June,Tomato,85,1kg,105 - 120
2023,June,Green Chilli,57,1kg,68 - 94
2023,June,Beetroot,37,1kg,44 - 61
2023,June,Potato,30,1kg,36 - 50
2023,June,Raw Banana (Plantain),10,1kg,12 - 17
2023,June,Amaranth Leaves,12,1kg,14 - 20
2023,June,Amla,80,1kg,96 - 132
2023,June,Ash gourd,21,1kg,25 - 35
2023,June,Baby Corn,55,1kg,66 - 91
2023,June,Banana Flower,19,1kg,23 - 31
2023,June,Capsicum,43,1kg,52 - 71
2023,June,Bitter Gourd,31,1kg,37 - 51
2023,June,Bottle Gourd,24,1kg,29 - 40
2023,June,Butter Beans,49,1kg,59 - 81
2023,June,Broad Beans,46,1kg,55 - 76
2023,June,Cabbage,15,1kg,18 - 25
2023,June,Carrot,49,1kg,59 - 81
2023,June,Cauliflower,25,1kg,30 - 41
2023,June,Cluster beans,40,1kg,48 - 66
2023,June,Coconut,28,1kg,34 - 46
2023,June,Colocasia Leaves,15,1kg,18 - 25
2023,June,Colocasia,25,1kg,30 - 41
2023,June,Coriander Leaves,9,1kg,11 - 15
2023,June,Corn,30,1kg,36 - 50
2023,June,Cucumber,25,1kg,30 - 41
2023,June,Curry Leaves,28,1kg,34 - 46
2023,June,Dill Leaves,14,1kg,17 - 23
2023,June,Drumsticks,110,1kg,132 - 182
2023,June,Brinjal,24,1kg,29 - 40
2023,June,Brinjal (Big),28,1kg,34 - 46
2023,June,Elephant Yam,25,1kg,30 - 41
2023,June,Fenugreek Leaves,9,1kg,11 - 15
2023,June,French Beans,69,1kg,83 - 114
2023,June,Garlic,129,1kg,155 - 213
2023,June,Ginger,80,1kg,96 - 132
2023,June,Onion Green,46,1kg,55 - 76
2023,June,Green Peas,82,1kg,98 - 135
2023,June,Ivy Gourd,22,1kg,26 - 36
2023,June,Lemon (Lime),62,1kg,74 - 102
2023,June,Mango Raw,22,1kg,26 - 36
2023,June,Mint Leaves,3,1kg,4 - 5
2023,June,Mushroom,94,1kg,113 - 155
2023,June,Mustard Leaves,12,1kg,14 - 20
2023,June,Ladies Finger,38,1kg,46 - 63
2023,June,Pumpkin,17,1kg,20 - 28
2023,June,Radish,30,1kg,36 - 50
2023,June,Ridge Gourd,32,1kg,38 - 53
2023,June,Shallot (Pearl Onion),35,1kg,42 - 58
2023,June,Snake Gourd,31,1kg,37 - 51
2023,June,Sorrel Leaves,14,1kg,17 - 23
2023,June,Spinach,14,1kg,17 - 23
2023,June,Sweet Potato,39,1kg,47 - 64
2023,June,Onion Big,22,1kg,26 - 36
2023,June,Onion Small,53,1kg,64 - 87
2023,June,Tomato,85,1kg,105 - 120
2023,June,Green Chilli,58,1kg,70 - 96
2023,June,Beetroot,37,1kg,44 - 61
2023,June,Potato,31,1kg,37 - 51
2023,June,Raw Banana (Plantain),9,1kg,11 - 15
2023,June,Amaranth Leaves,13,1kg,16 - 21
2023,June,Amla,90,1kg,108 - 149
2023,June,Ash gourd,21,1kg,25 - 35
2023,June,Baby Corn,55,1kg,66 - 91
2023,June,Banana Flower,20,1kg,24 - 33
2023,June,Capsicum,46,1kg,55 - 76
2023,June,Bitter Gourd,34,1kg,41 - 56
2023,June,Bottle Gourd,28,1kg,34 - 46
2023,June,Butter Beans,49,1kg,59 - 81
2023,June,Broad Beans,48,1kg,58 - 79
2023,June,Cabbage,18,1kg,22 - 30
2023,June,Carrot,47,1kg,56 - 78
2023,June,Cauliflower,27,1kg,32 - 45
2023,June,Cluster beans,40,1kg,48 - 66
2023,June,Coconut,25,1kg,30 - 41
2023,June,Colocasia Leaves,16,1kg,19 - 26
2023,June,Colocasia,28,1kg,34 - 46
2023,June,Coriander Leaves,8,1kg,10 - 13
2023,June,Corn,29,1kg,35 - 48
2023,June,Cucumber,26,1kg,31 - 43
2023,June,Curry Leaves,25,1kg,30 - 41
2023,June,Dill Leaves,11,1kg,13 - 18
2023,June,Drumsticks,100,1kg,120 - 165
2023,June,Brinjal,23,1kg,28 - 38
2023,June,Brinjal (Big),28,1kg,34 - 46
2023,June,Elephant Yam,28,1kg,34 - 46
2023,June,Fenugreek Leaves,8,1kg,10 - 13
2023,June,French Beans,65,1kg,78 - 107
2023,June,Garlic,130,1kg,156 - 215
2023,June,Ginger,77,1kg,92 - 127
2023,June,Onion Green,40,1kg,48 - 66
2023,June,Green Peas,85,1kg,102 - 140
2023,June,Ivy Gourd,23,1kg,28 - 38
2023,June,Lemon (Lime),64,1kg,77 - 106
2023,June,Mango Raw,21,1kg,25 - 35
2023,June,Mint Leaves,3,1kg,4 - 5
2023,June,Mushroom,76,1kg,91 - 125
2023,June,Mustard Leaves,14,1kg,17 - 23
2023,June,Ladies Finger,38,1kg,46 - 63
2023,June,Pumpkin,18,1kg,22 - 30
2023,June,Radish,31,1kg,37 - 51
2023,June,Ridge Gourd,32,1kg,38 - 53
2023,June,Shallot (Pearl Onion),34,1kg,41 - 56
2023,June,Snake Gourd,31,1kg,37 - 51
2023,June,Sorrel Leaves,13,1kg,16 - 21
2023,June,Spinach,14,1kg,17 - 23
2023,June,Sweet Potato,37,1kg,44 - 61
2023,June,Onion Big,22,1kg,26 - 36
2023,June,Onion Small,53,1kg,64 - 87
2023,June,Tomato,85,1kg,95 - 110
2023,June,Green Chilli,58,1kg,70 - 96
2023,June,Beetroot,37,1kg,44 - 61
2023,June,Potato,31,1kg,37 - 51
2023,June,Raw Banana (Plantain),9,1kg,11 - 15
2023,June,Amaranth Leaves,13,1kg,16 - 21
2023,June,Amla,90,1kg,108 - 149
2023,June,Ash gourd,21,1kg,25 - 35
2023,June,Baby Corn,55,1kg,66 - 91
2023,June,Banana Flower,20,1kg,24 - 33
2023,June,Capsicum,46,1kg,55 - 76
2023,June,Bitter Gourd,34,1kg,41 - 56
2023,June,Bottle Gourd,28,1kg,34 - 46
2023,June,Butter Beans,49,1kg,59 - 81
2023,June,Broad Beans,48,1kg,58 - 79
2023,June,Cabbage,18,1kg,22 - 30
2023,June,Carrot,47,1kg,56 - 78
2023,June,Cauliflower,27,1kg,32 - 45
2023,June,Cluster beans,40,1kg,48 - 66
2023,June,Coconut,25,1kg,30 - 41
2023,June,Colocasia Leaves,16,1kg,19 - 26
2023,June,Colocasia,28,1kg,34 - 46
2023,June,Coriander Leaves,8,1kg,10 - 13
2023,June,Corn,29,1kg,35 - 48
2023,June,Cucumber,26,1kg,31 - 43
2023,June,Curry Leaves,25,1kg,30 - 41
2023,June,Dill Leaves,11,1kg,13 - 18
2023,June,Drumsticks,100,1kg,120 - 165
2023,June,Brinjal,23,1kg,28 - 38
2023,June,Brinjal (Big),28,1kg,34 - 46
2023,June,Elephant Yam,28,1kg,34 - 46
2023,June,Fenugreek Leaves,8,1kg,10 - 13
2023,June,French Beans,65,1kg,78 - 107
2023,June,Garlic,130,1kg,156 - 215
2023,June,Ginger,77,1kg,92 - 127
2023,June,Onion Green,40,1kg,48 - 66
2023,June,Green Peas,85,1kg,102 - 140
2023,June,Ivy Gourd,23,1kg,28 - 38
2023,June,Lemon (Lime),64,1kg,77 - 106
2023,June,Mango Raw,21,1kg,25 - 35
2023,June,Mint Leaves,3,1kg,4 - 5
2023,June,Mushroom,76,1kg,91 - 125
2023,June,Mustard Leaves,14,1kg,17 - 23
2023,June,Ladies Finger,38,1kg,46 - 63
2023,June,Pumpkin,18,1kg,22 - 30
2023,June,Radish,31,1kg,37 - 51
2023,June,Ridge Gourd,32,1kg,38 - 53
2023,June,Shallot (Pearl Onion),34,1kg,41 - 56
2023,June,Snake Gourd,31,1kg,37 - 51
2023,June,Sorrel Leaves,13,1kg,16 - 21
2023,June,Spinach,14,1kg,17 - 23
2023,June,Sweet Potato,37,1kg,44 - 61
2023,July,Onion Big,23,1kg,28 - 38
2023,July,Onion Small,48,1kg,58 - 79
2023,July,Tomato,80,1kg,90 - 110
2023,July,Green Chilli,45,1kg,54 - 74
2023,July,Beetroot,36,1kg,43 - 59
2023,July,Potato,31,1kg,37 - 51
2023,July,Raw Banana (Plantain),7,1kg,8 - 12
2023,July,Amaranth Leaves,14,1kg,17 - 23
2023,July,Amla,80,1kg,96 - 132
2023,July,Ash gourd,22,1kg,26 - 36
2023,July,Baby Corn,59,1kg,71 - 97
2023,July,Banana Flower,15,1kg,18 - 25
2023,July,Capsicum,48,1kg,58 - 79
2023,July,Bitter Gourd,31,1kg,37 - 51
2023,July,Bottle Gourd,26,1kg,31 - 43
2023,July,Butter Beans,44,1kg,53 - 73
2023,July,Broad Beans,42,1kg,50 - 69
2023,July,Cabbage,17,1kg,20 - 28
2023,July,Carrot,46,1kg,55 - 76
2023,July,Cauliflower,24,1kg,29 - 40
2023,July,Cluster beans,45,1kg,54 - 74
2023,July,Coconut,27,1kg,32 - 45
2023,July,Colocasia Leaves,17,1kg,20 - 28
2023,July,Colocasia,25,1kg,30 - 41
2023,July,Coriander Leaves,10,1kg,12 - 17
2023,July,Corn,26,1kg,31 - 43
2023,July,Cucumber,34,1kg,41 - 56
2023,July,Curry Leaves,27,1kg,32 - 45
2023,July,Dill Leaves,11,1kg,13 - 18
2023,July,Drumsticks,100,1kg,120 - 165
2023,July,Brinjal,27,1kg,32 - 45
2023,July,Brinjal (Big),28,1kg,34 - 46
2023,July,Elephant Yam,24,1kg,29 - 40
2023,July,Fenugreek Leaves,11,1kg,13 - 18
2023,July,French Beans,65,1kg,78 - 107
2023,July,Garlic,117,1kg,140 - 193
2023,July,Ginger,68,1kg,82 - 112
2023,July,Onion Green,41,1kg,49 - 68
2023,July,Green Peas,76,1kg,91 - 125
2023,July,Ivy Gourd,26,1kg,31 - 43
2023,July,Lemon (Lime),55,1kg,66 - 91
2023,July,Mango Raw,24,1kg,29 - 40
2023,July,Mint Leaves,4,1kg,5 - 7
2023,July,Mushroom,82,1kg,98 - 135
2023,July,Mustard Leaves,15,1kg,18 - 25
2023,July,Ladies Finger,42,1kg,50 - 69
2023,July,Pumpkin,17,1kg,20 - 28
2023,July,Radish,29,1kg,35 - 48
2023,July,Ridge Gourd,33,1kg,40 - 54
2023,July,Shallot (Pearl Onion),29,1kg,35 - 48
2023,July,Snake Gourd,32,1kg,38 - 53
2023,July,Sorrel Leaves,11,1kg,13 - 18
2023,July,Spinach,14,1kg,17 - 23
2023,July,Sweet Potato,37,1kg,44 - 61
2023,July,Onion Big,23,1kg,28 - 38
2023,July,Onion Small,50,1kg,60 - 83
2023,July,Tomato,84,1kg,101 - 139
2023,July,Green Chilli,60,1kg,72 - 99
2023,July,Beetroot,38,1kg,46 - 63
2023,July,Potato,29,1kg,35 - 48
2023,July,Raw Banana (Plantain),9,1kg,11 - 15
